"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"fam184a";"1";"NULL";"family with sequence similarity 184 member A [Source:ZFIN;Acc:ZDB-GENE-041014-214]";"65508390";"65642015";"-1";"protein_coding";"ENSLOCG00000017247"
"man1a1";"1";"NULL";"mannosidase, alpha, class 1A, member 1 [Source:ZFIN;Acc:ZDB-GENE-041014-321]";"65679767";"65863238";"-1";"protein_coding";"ENSLOCG00000017248"
"ENSLOCG00000017249";"1";"NULL";"NULL";"65811098";"65813846";"-1";"protein_coding";"ENSLOCG00000017249"
"si:ch211-266g18.6";"1";"NULL";"si:ch211-266g18.6 [Source:ZFIN;Acc:ZDB-GENE-131121-599]";"65956061";"66115878";"1";"protein_coding";"ENSLOCG00000017250"
"tbc1d32";"1";"NULL";"TBC1 domain family, member 32 [Source:ZFIN;Acc:ZDB-GENE-061106-5]";"66115393";"66180262";"-1";"protein_coding";"ENSLOCG00000017251"
"hsdl1";"1";"NULL";"hydroxysteroid dehydrogenase like 1 [Source:ZFIN;Acc:ZDB-GENE-041212-31]";"66180285";"66185273";"1";"protein_coding";"ENSLOCG00000017252"
"cx34.5 (1 of many)";"1";"NULL";"connexin 34.5 [Source:ZFIN;Acc:ZDB-GENE-050224-2]";"66189711";"66190607";"1";"protein_coding";"ENSLOCG00000017879"
"cx34.5 (1 of many)";"1";"NULL";"connexin 34.5 [Source:ZFIN;Acc:ZDB-GENE-050224-2]";"66194600";"66198779";"1";"protein_coding";"ENSLOCG00000017253"
"cx32.3";"1";"NULL";"connexin 32.3 [Source:ZFIN;Acc:ZDB-GENE-030131-1337]";"66211194";"66212649";"1";"protein_coding";"ENSLOCG00000017254"
"cx40.8";"1";"NULL";"connexin 40.8 [Source:ZFIN;Acc:ZDB-GENE-050616-10]";"66219884";"66221020";"1";"protein_coding";"ENSLOCG00000017880"
"hsf2";"1";"NULL";"heat shock transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-011128-1]";"66491701";"66502501";"1";"protein_coding";"ENSLOCG00000017255"
"serinc1";"1";"NULL";"serine incorporator 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4415]";"66504825";"66512324";"-1";"protein_coding";"ENSLOCG00000017256"
"ENSLOCG00000017881";"1";"NULL";"NULL";"66553485";"66553625";"1";"protein_coding";"ENSLOCG00000017881"
"fabp7a";"1";"NULL";"fatty acid binding protein 7, brain, a [Source:ZFIN;Acc:ZDB-GENE-000627-1]";"66562300";"66564622";"1";"protein_coding";"ENSLOCG00000017257"
"smpdl3a";"1";"NULL";"sphingomyelin phosphodiesterase, acid-like 3A [Source:ZFIN;Acc:ZDB-GENE-050327-61]";"66567720";"66578924";"1";"protein_coding";"ENSLOCG00000017258"
"clvs2";"1";"NULL";"clavesin 2 [Source:ZFIN;Acc:ZDB-GENE-041014-313]";"66608644";"66650526";"1";"protein_coding";"ENSLOCG00000017259"
"ENSLOCG00000017260";"1";"NULL";"NULL";"66653524";"66654238";"1";"protein_coding";"ENSLOCG00000017260"
"ENSLOCG00000017261";"1";"NULL";"NULL";"66672221";"66754477";"-1";"protein_coding";"ENSLOCG00000017261"
"ENSLOCG00000017262";"1";"NULL";"NULL";"66763554";"66783927";"-1";"protein_coding";"ENSLOCG00000017262"
"nkain2";"1";"NULL";"sodium/potassium transporting ATPase interacting 2 [Source:ZFIN;Acc:ZDB-GENE-041014-77]";"66821856";"67100826";"1";"protein_coding";"ENSLOCG00000017263"
"rnf217";"1";"NULL";"ring finger protein 217 [Source:ZFIN;Acc:ZDB-GENE-060503-400]";"67116856";"67146530";"1";"protein_coding";"ENSLOCG00000017264"
"ENSLOCG00000017265";"1";"NULL";"NULL";"67157366";"67165775";"1";"protein_coding";"ENSLOCG00000017265"
"tpd52l1";"1";"NULL";"tpd52 like 1 [Source:ZFIN;Acc:ZDB-GENE-050522-121]";"67166326";"67196459";"1";"protein_coding";"ENSLOCG00000017266"
"hddc2";"1";"NULL";"HD domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-050522-394]";"67199217";"67204324";"-1";"protein_coding";"ENSLOCG00000017267"
"hey2";"1";"NULL";"hes-related family bHLH transcription factor with YRPW motif 2 [Source:ZFIN;Acc:ZDB-GENE-000526-1]";"67292403";"67296738";"1";"protein_coding";"ENSLOCG00000017268"
"ENSLOCG00000017269";"1";"NULL";"NULL";"67300547";"67301636";"1";"protein_coding";"ENSLOCG00000017269"
"pex7";"1";"NULL";"peroxisomal biogenesis factor 7 [Source:ZFIN;Acc:ZDB-GENE-050320-105]";"67303157";"67328354";"1";"protein_coding";"ENSLOCG00000017270"
"SLC35D3";"1";"NULL";"solute carrier family 35 member D3 [Source:HGNC Symbol;Acc:HGNC:15621]";"67332185";"67337944";"1";"protein_coding";"ENSLOCG00000017271"
"ENSLOCG00000017272";"1";"NULL";"interleukin-20 receptor subunit alpha-like [Source:NCBI gene;Acc:102684777]";"67351075";"67360411";"-1";"protein_coding";"ENSLOCG00000017272"
"ENSLOCG00000017273";"1";"NULL";"interleukin-20 receptor subunit alpha-like [Source:NCBI gene;Acc:107078794]";"67376378";"67381737";"-1";"protein_coding";"ENSLOCG00000017273"
"med23";"1";"NULL";"mediator complex subunit 23 [Source:ZFIN;Acc:ZDB-GENE-040724-82]";"67384615";"67417496";"1";"protein_coding";"ENSLOCG00000017274"
"AKAP7";"1";"NULL";"A-kinase anchoring protein 7 [Source:HGNC Symbol;Acc:HGNC:377]";"67448420";"67494722";"-1";"protein_coding";"ENSLOCG00000017275"
"ENSLOCG00000017882";"1";"NULL";"NULL";"67501459";"67502052";"-1";"protein_coding";"ENSLOCG00000017882"
"EPB41L2";"1";"NULL";"erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]";"67543426";"67593401";"1";"protein_coding";"ENSLOCG00000017276"
"tmem200a";"1";"NULL";"transmembrane protein 200A [Source:ZFIN;Acc:ZDB-GENE-040724-81]";"67715485";"67716969";"-1";"protein_coding";"ENSLOCG00000017883"
"l3mbtl3";"1";"NULL";"L3MBTL histone methyl-lysine binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-040724-127]";"67783224";"67843137";"-1";"protein_coding";"ENSLOCG00000017277"
"ENSLOCG00000017278";"1";"NULL";"NULL";"67851146";"67853183";"1";"protein_coding";"ENSLOCG00000017278"
"arhgap18";"1";"NULL";"Rho GTPase activating protein 18 [Source:ZFIN;Acc:ZDB-GENE-070502-1]";"67876288";"67908956";"1";"protein_coding";"ENSLOCG00000017279"
"ENSLOCG00000017280";"1";"NULL";"trans-2-enoyl-CoA reductase, mitochondrial-like [Source:NCBI gene;Acc:102686596]";"67913386";"67924271";"-1";"protein_coding";"ENSLOCG00000017280"
"LAMA2";"1";"NULL";"laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]";"67928350";"68128334";"-1";"protein_coding";"ENSLOCG00000017281"
"ENSLOCG00000017282";"1";"NULL";"NULL";"68130061";"68132861";"1";"protein_coding";"ENSLOCG00000017282"
"ptprk";"1";"NULL";"protein tyrosine phosphatase receptor type K [Source:ZFIN;Acc:ZDB-GENE-030131-9834]";"68195722";"68435471";"1";"protein_coding";"ENSLOCG00000017283"
"themis";"1";"NULL";"thymocyte selection associated [Source:ZFIN;Acc:ZDB-GENE-041008-160]";"68437862";"68460784";"1";"protein_coding";"ENSLOCG00000017284"
"leg1.1";"1";"NULL";"liver-enriched gene 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1178]";"68462030";"68471803";"-1";"protein_coding";"ENSLOCG00000017285"
"ENSLOCG00000017884";"1";"NULL";"NULL";"68497569";"68498579";"1";"protein_coding";"ENSLOCG00000017884"
"ENSLOCG00000017286";"1";"NULL";"trace amine-associated receptor 1-like [Source:NCBI gene;Acc:102688634]";"68525231";"68526280";"1";"protein_coding";"ENSLOCG00000017286"
"ENSLOCG00000017885";"1";"NULL";"trace amine-associated receptor 1-like [Source:NCBI gene;Acc:102688839]";"68535000";"68535491";"1";"protein_coding";"ENSLOCG00000017885"
"ENSLOCG00000017886";"1";"NULL";"trace amine-associated receptor 1-like [Source:NCBI gene;Acc:102689037]";"68581876";"68582451";"1";"protein_coding";"ENSLOCG00000017886"
"ENSLOCG00000017287";"1";"NULL";"NULL";"68611073";"68613444";"1";"protein_coding";"ENSLOCG00000017287"
"taar1b";"1";"NULL";"trace amine associated receptor 1b [Source:ZFIN;Acc:ZDB-GENE-041014-58]";"68617238";"68618299";"1";"protein_coding";"ENSLOCG00000017887"
"ENSLOCG00000017288";"1";"NULL";"trace amine-associated receptor 1-like [Source:NCBI gene;Acc:102689850]";"68627612";"68628658";"1";"protein_coding";"ENSLOCG00000017288"
"ENSLOCG00000017888";"1";"NULL";"trace amine-associated receptor 4-like [Source:NCBI gene;Acc:102690655]";"68698460";"68699503";"1";"protein_coding";"ENSLOCG00000017888"
"ENSLOCG00000017289";"1";"NULL";"NULL";"68708927";"69060565";"1";"protein_coding";"ENSLOCG00000017289"
"taar13b";"1";"NULL";"trace amine associated receptor 13b [Source:ZFIN;Acc:ZDB-GENE-041014-65]";"68778017";"69030663";"1";"protein_coding";"ENSLOCG00000017290"
"ENSLOCG00000017889";"1";"NULL";"trace amine-associated receptor 13c-like [Source:NCBI gene;Acc:107078777]";"68811153";"68812181";"-1";"protein_coding";"ENSLOCG00000017889"
"ENSLOCG00000017291";"1";"NULL";"NULL";"68959086";"68971278";"-1";"protein_coding";"ENSLOCG00000017291"
"ENSLOCG00000017292";"1";"NULL";"NULL";"68977798";"68978779";"1";"protein_coding";"ENSLOCG00000017292"
"palmda";"10";"NULL";"palmdelphin a [Source:ZFIN;Acc:ZDB-GENE-070705-48]";"26305";"46028";"1";"protein_coding";"ENSLOCG00000000981"
"ENSLOCG00000001027";"10";"NULL";"NULL";"58726";"59093";"1";"protein_coding";"ENSLOCG00000001027"
"frrs1a";"10";"NULL";"ferric-chelate reductase 1a [Source:ZFIN;Acc:ZDB-GENE-070705-45]";"61788";"76690";"-1";"protein_coding";"ENSLOCG00000001052"
"aglb";"10";"NULL";"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase b [Source:ZFIN;Acc:ZDB-GENE-050309-54]";"78553";"106783";"1";"protein_coding";"ENSLOCG00000001098"
"ENSLOCG00000001133";"10";"NULL";"NULL";"110509";"111351";"-1";"protein_coding";"ENSLOCG00000001133"
"ENSLOCG00000001160";"10";"NULL";"ferric chelate reductase 1 [Source:NCBI gene;Acc:102689199]";"116229";"131500";"1";"protein_coding";"ENSLOCG00000001160"
"si:ch211-267e7.3";"10";"NULL";"si:ch211-267e7.3 [Source:ZFIN;Acc:ZDB-GENE-070912-265]";"133389";"147774";"-1";"protein_coding";"ENSLOCG00000001189"
"ENSLOCG00000001214";"10";"NULL";"torsin-1A-interacting protein 2-like [Source:NCBI gene;Acc:102689614]";"157613";"165734";"-1";"protein_coding";"ENSLOCG00000001214"
"ENSLOCG00000017731";"10";"NULL";"NULL";"168191";"168928";"-1";"protein_coding";"ENSLOCG00000017731"
"OLFML2B";"10";"NULL";"olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]";"177520";"185819";"1";"protein_coding";"ENSLOCG00000001230"
"atf6";"10";"NULL";"activating transcription factor 6 [Source:ZFIN;Acc:ZDB-GENE-041014-328]";"189529";"240486";"-1";"protein_coding";"ENSLOCG00000001278"
"dusp12";"10";"NULL";"dual specificity phosphatase 12 [Source:ZFIN;Acc:ZDB-GENE-050626-91]";"241553";"246827";"-1";"protein_coding";"ENSLOCG00000001308"
"rxrgb";"10";"NULL";"retinoid X receptor, gamma b [Source:ZFIN;Acc:ZDB-GENE-040718-34]";"256936";"281052";"1";"protein_coding";"ENSLOCG00000001325"
"ENSLOCG00000001366";"10";"NULL";"LIM homeobox transcription factor 1-alpha-like [Source:NCBI gene;Acc:102690618]";"284005";"296922";"1";"protein_coding";"ENSLOCG00000001366"
"selp";"10";"NULL";"selectin P [Source:ZFIN;Acc:ZDB-GENE-110107-2]";"300362";"336720";"-1";"protein_coding";"ENSLOCG00000001404"
"si:dkey-51e6.1";"10";"NULL";"si:dkey-51e6.1 [Source:ZFIN;Acc:ZDB-GENE-041014-198]";"343855";"345214";"1";"protein_coding";"ENSLOCG00000001423"
"si:dkey-97o5.1";"10";"NULL";"si:dkey-97o5.1 [Source:ZFIN;Acc:ZDB-GENE-030131-3554]";"357138";"373310";"1";"protein_coding";"ENSLOCG00000001436"
"scyl3";"10";"NULL";"SCY1-like, kinase-like 3 [Source:ZFIN;Acc:ZDB-GENE-030131-2559]";"368181";"381664";"-1";"protein_coding";"ENSLOCG00000001482"
"prg4a";"10";"NULL";"proteoglycan 4a [Source:ZFIN;Acc:ZDB-GENE-030131-8295]";"384142";"397920";"1";"protein_coding";"ENSLOCG00000001502"
"tprb";"10";"NULL";"translocated promoter region b, nuclear basket protein [Source:ZFIN;Acc:ZDB-GENE-030131-6410]";"397693";"425167";"-1";"protein_coding";"ENSLOCG00000001516"
"odr4";"10";"NULL";"odr-4 GPCR localization factor homolog [Source:ZFIN;Acc:ZDB-GENE-080502-1]";"426434";"443049";"1";"protein_coding";"ENSLOCG00000001553"
"pdcb";"10";"NULL";"phosducin b [Source:ZFIN;Acc:ZDB-GENE-031023-2]";"442990";"446103";"-1";"protein_coding";"ENSLOCG00000001585"
"ptgs2b";"10";"NULL";"prostaglandin-endoperoxide synthase 2b [Source:ZFIN;Acc:ZDB-GENE-041014-323]";"483495";"488815";"-1";"protein_coding";"ENSLOCG00000001597"
"pla2g4aa";"10";"NULL";"phospholipase A2, group IVAa (cytosolic, calcium-dependent) [Source:ZFIN;Acc:ZDB-GENE-990415-45]";"494421";"525268";"1";"protein_coding";"ENSLOCG00000001619"
"arpc5b";"10";"NULL";"actin related protein 2/3 complex, subunit 5B [Source:ZFIN;Acc:ZDB-GENE-040120-7]";"532954";"540526";"1";"protein_coding";"ENSLOCG00000001642"
"hmcn1";"10";"NULL";"hemicentin 1 [Source:ZFIN;Acc:ZDB-GENE-041014-322]";"539452";"649494";"-1";"protein_coding";"ENSLOCG00000001656"
"ivns1abpb";"10";"NULL";"influenza virus NS1A binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-6266]";"686366";"703603";"1";"protein_coding";"ENSLOCG00000001731"
"swt1";"10";"NULL";"SWT1 RNA endoribonuclease homolog [Source:ZFIN;Acc:ZDB-GENE-041015-373]";"695301";"734514";"-1";"protein_coding";"ENSLOCG00000001749"
"trmt1l";"10";"NULL";"tRNA methyltransferase 1-like [Source:ZFIN;Acc:ZDB-GENE-041014-189]";"735371";"746271";"1";"protein_coding";"ENSLOCG00000001781"
"rnf2";"10";"NULL";"ring finger protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5243]";"745810";"756866";"-1";"protein_coding";"ENSLOCG00000001809"
"niban1a";"10";"NULL";"niban apoptosis regulator 1a [Source:ZFIN;Acc:ZDB-GENE-041014-181]";"757796";"793189";"1";"protein_coding";"ENSLOCG00000001823"
"kifap3b";"10";"NULL";"kinesin-associated protein 3b [Source:ZFIN;Acc:ZDB-GENE-030131-2219]";"792806";"822501";"-1";"protein_coding";"ENSLOCG00000001850"
"mettl11b";"10";"NULL";"methyltransferase like 11B [Source:ZFIN;Acc:ZDB-GENE-081104-175]";"826930";"840131";"1";"protein_coding";"ENSLOCG00000001865"
"gorab";"10";"NULL";"golgin, rab6-interacting [Source:ZFIN;Acc:ZDB-GENE-040426-1384]";"878653";"881718";"1";"protein_coding";"ENSLOCG00000001880"
"prrx1";"10";"NULL";"paired related homeobox 1 [Source:NCBI gene;Acc:102687029]";"893676";"909304";"1";"protein_coding";"ENSLOCG00000001893"
"PDE4DIP";"10";"NULL";"phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]";"955720";"1018058";"1";"protein_coding";"ENSLOCG00000001920"
"PRKAB2";"10";"NULL";"protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379]";"1021826";"1030252";"-1";"protein_coding";"ENSLOCG00000001948"
"ENSLOCG00000017732";"10";"NULL";"NULL";"1032739";"1035096";"-1";"protein_coding";"ENSLOCG00000017732"
"ENSLOCG00000001967";"10";"NULL";"NULL";"1045785";"1048544";"-1";"protein_coding";"ENSLOCG00000001967"
"ncf2";"10";"NULL";"neutrophil cytosolic factor 2 [Source:ZFIN;Acc:ZDB-GENE-070209-29]";"1049979";"1057719";"1";"protein_coding";"ENSLOCG00000001984"
"smg7";"10";"NULL";"SMG7 nonsense mediated mRNA decay factor [Source:ZFIN;Acc:ZDB-GENE-030131-9122]";"1060125";"1075902";"-1";"protein_coding";"ENSLOCG00000002010"
"nmnat2";"10";"NULL";"nicotinamide nucleotide adenylyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8201]";"1083401";"1145044";"1";"protein_coding";"ENSLOCG00000002037"
"LAMC1";"10";"NULL";"laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]";"1148673";"1170976";"-1";"protein_coding";"ENSLOCG00000002064"
"lamc1";"10";"NULL";"laminin, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-021226-3]";"1180573";"1256451";"-1";"protein_coding";"ENSLOCG00000002091"
"SHCBP1L";"10";"NULL";"SHC binding and spindle associated 1 like [Source:HGNC Symbol;Acc:HGNC:16788]";"1265291";"1270735";"1";"protein_coding";"ENSLOCG00000002143"
"dhx9";"10";"NULL";"DEAH (Asp-Glu-Ala-His) box helicase 9 [Source:ZFIN;Acc:ZDB-GENE-070912-171]";"1271759";"1284220";"-1";"protein_coding";"ENSLOCG00000002158"
"ENSLOCG00000002189";"10";"NULL";"BMP/retinoic acid-inducible neural-specific protein 3-like [Source:NCBI gene;Acc:102688594]";"1296005";"1345831";"-1";"protein_coding";"ENSLOCG00000002189"
"brinp2 (1 of many)";"10";"NULL";"bone morphogenetic protein/retinoic acid inducible neural-specific 2 [Source:ZFIN;Acc:ZDB-GENE-070912-621]";"1474671";"1503173";"-1";"protein_coding";"ENSLOCG00000002216"
"astn1";"10";"NULL";"astrotactin 1 [Source:ZFIN;Acc:ZDB-GENE-050320-140]";"1538996";"1789960";"1";"protein_coding";"ENSLOCG00000002232"
"pappa2";"10";"NULL";"pappalysin 2 [Source:ZFIN;Acc:ZDB-GENE-070912-525]";"1798398";"1864143";"-1";"protein_coding";"ENSLOCG00000002271"
"cop1";"10";"NULL";"COP1 E3 ubiquitin ligase [Source:ZFIN;Acc:ZDB-GENE-070410-134]";"1877503";"1906817";"1";"protein_coding";"ENSLOCG00000002311"
"tnr";"10";"NULL";"tenascin R (restrictin, janusin) [Source:ZFIN;Acc:ZDB-GENE-030804-1]";"2017322";"2132953";"1";"protein_coding";"ENSLOCG00000002355"
"TNN";"10";"NULL";"tenascin N [Source:HGNC Symbol;Acc:HGNC:22942]";"2163652";"2184307";"-1";"protein_coding";"ENSLOCG00000002387"
"mrps14";"10";"NULL";"mitochondrial ribosomal protein S14 [Source:ZFIN;Acc:ZDB-GENE-060825-75]";"2209386";"2210553";"1";"protein_coding";"ENSLOCG00000002424"
"cacybp";"10";"NULL";"calcyclin binding protein [Source:ZFIN;Acc:ZDB-GENE-040426-2579]";"2211607";"2217123";"1";"protein_coding";"ENSLOCG00000002438"
"plk3";"10";"NULL";"polo-like kinase 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-6134]";"2218608";"2227876";"1";"protein_coding";"ENSLOCG00000002457"
"TCTEX1D4";"10";"NULL";"Tctex1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32315]";"2228927";"2229586";"-1";"protein_coding";"ENSLOCG00000017733"
"BTBD19";"10";"NULL";"BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]";"2232190";"2274573";"1";"protein_coding";"ENSLOCG00000002481"
"eif2b3";"10";"NULL";"eukaryotic translation initiation factor 2B, subunit 3 gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1039]";"2338484";"2373009";"1";"protein_coding";"ENSLOCG00000002492"
"ptch2";"10";"NULL";"patched 2 [Source:ZFIN;Acc:ZDB-GENE-980526-44]";"2386722";"2422218";"1";"protein_coding";"ENSLOCG00000002509"
"kif2c";"10";"NULL";"kinesin family member 2C [Source:ZFIN;Acc:ZDB-GENE-070912-298]";"2437585";"2474884";"-1";"protein_coding";"ENSLOCG00000002551"
"ENSLOCG00000002582";"10";"NULL";"G-protein coupled receptor 54-like [Source:NCBI gene;Acc:102690076]";"2546053";"2553899";"-1";"protein_coding";"ENSLOCG00000002582"
"dph2";"10";"NULL";"diphthamide biosynthesis 2 [Source:ZFIN;Acc:ZDB-GENE-030219-100]";"2620176";"2625444";"-1";"protein_coding";"ENSLOCG00000002599"
"atp6v0b";"10";"NULL";"ATPase H+ transporting V0 subunit b [Source:ZFIN;Acc:ZDB-GENE-030131-443]";"2627374";"2638627";"1";"protein_coding";"ENSLOCG00000002617"
"b4galt2";"10";"NULL";"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-070912-258]";"2647587";"2769364";"1";"protein_coding";"ENSLOCG00000002636"
"zgc:113531";"10";"NULL";"zgc:113531 [Source:ZFIN;Acc:ZDB-GENE-050320-52]";"2780132";"2787108";"-1";"protein_coding";"ENSLOCG00000002650"
"ENSLOCG00000002656";"10";"NULL";"coiled-coil domain containing 24 [Source:NCBI gene;Acc:107078379]";"2799372";"2809136";"1";"protein_coding";"ENSLOCG00000002656"
"slc6a9";"10";"NULL";"solute carrier family 6 member 9 [Source:ZFIN;Acc:ZDB-GENE-050105-3]";"2816556";"2880692";"-1";"protein_coding";"ENSLOCG00000002674"
"klf17";"10";"NULL";"Kruppel-like factor 17 [Source:ZFIN;Acc:ZDB-GENE-010129-1]";"2892377";"2894320";"-1";"protein_coding";"ENSLOCG00000002742"
"rnf220b";"10";"NULL";"ring finger protein 220b [Source:ZFIN;Acc:ZDB-GENE-081104-195]";"2998934";"3162620";"-1";"protein_coding";"ENSLOCG00000002760"
"dmap1";"10";"NULL";"DNA methyltransferase 1 associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-748]";"3275930";"3302901";"-1";"protein_coding";"ENSLOCG00000002793"
"tmem53";"10";"NULL";"transmembrane protein 53 [Source:ZFIN;Acc:ZDB-GENE-040718-384]";"3310134";"3314570";"-1";"protein_coding";"ENSLOCG00000002808"
"armh1";"10";"NULL";"armadillo like helical domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-194]";"3315387";"3318308";"1";"protein_coding";"ENSLOCG00000002823"
"tesk2";"10";"NULL";"testis associated actin remodelling kinase 2 [Source:ZFIN;Acc:ZDB-GENE-070209-68]";"3328775";"3353483";"1";"protein_coding";"ENSLOCG00000002838"
"toe1";"10";"NULL";"target of EGR1, exonuclease [Source:ZFIN;Acc:ZDB-GENE-070912-533]";"3357272";"3362771";"-1";"protein_coding";"ENSLOCG00000002852"
"si:ch73-382f3.1";"10";"NULL";"si:ch73-382f3.1 [Source:ZFIN;Acc:ZDB-GENE-030131-9513]";"3363206";"3365932";"1";"protein_coding";"ENSLOCG00000002876"
"MUTYH";"10";"NULL";"mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]";"3366916";"3380329";"1";"protein_coding";"ENSLOCG00000002889"
"ENSLOCG00000002913";"10";"NULL";"selenoprotein Pb-like [Source:NCBI gene;Acc:102691688]";"3383447";"3386454";"1";"protein_coding";"ENSLOCG00000002913"
"elovl8a";"10";"NULL";"ELOVL fatty acid elongase 8a [Source:ZFIN;Acc:ZDB-GENE-060929-240]";"3389625";"3395113";"1";"protein_coding";"ENSLOCG00000002926"
"zswim5";"10";"NULL";"zinc finger, SWIM-type containing 5 [Source:ZFIN;Acc:ZDB-GENE-030925-30]";"3481842";"3505126";"1";"protein_coding";"ENSLOCG00000002938"
"urod";"10";"NULL";"uroporphyrinogen decarboxylase [Source:ZFIN;Acc:ZDB-GENE-000208-18]";"3507966";"3516185";"-1";"protein_coding";"ENSLOCG00000002977"
"hectd3";"10";"NULL";"HECT domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-031118-179]";"3517000";"3527937";"1";"protein_coding";"ENSLOCG00000003011"
"rps8b";"10";"NULL";"ribosomal protein S8b [Source:ZFIN;Acc:ZDB-GENE-050522-202]";"3529571";"3534463";"1";"protein_coding";"ENSLOCG00000003039"
"best4";"10";"NULL";"bestrophin 4 [Source:ZFIN;Acc:ZDB-GENE-070912-6]";"3535639";"3542459";"-1";"protein_coding";"ENSLOCG00000003046"
"ENSLOCG00000003062";"10";"NULL";"toll-like receptor 8 [Source:NCBI gene;Acc:107078350]";"3550372";"3558650";"-1";"protein_coding";"ENSLOCG00000003062"
"glis1b";"10";"NULL";"GLIS family zinc finger 1b [Source:ZFIN;Acc:ZDB-GENE-081105-172]";"3566028";"3661816";"-1";"protein_coding";"ENSLOCG00000003071"
"ndc1";"10";"NULL";"NDC1 transmembrane nucleoporin [Source:ZFIN;Acc:ZDB-GENE-030131-7176]";"3665227";"3679026";"-1";"protein_coding";"ENSLOCG00000003080"
"zgc:113691";"10";"NULL";"zgc:113691 [Source:ZFIN;Acc:ZDB-GENE-050220-7]";"3679645";"3680316";"-1";"protein_coding";"ENSLOCG00000017734"
"yipf1";"10";"NULL";"Yip1 domain family, member 1 [Source:ZFIN;Acc:ZDB-GENE-040822-35]";"3682753";"3687669";"-1";"protein_coding";"ENSLOCG00000003122"
"dio1";"10";"NULL";"iodothyronine deiodinase 1 [Source:ZFIN;Acc:ZDB-GENE-030328-41]";"3688612";"3691602";"1";"protein_coding";"ENSLOCG00000003136"
"lrrc42";"10";"NULL";"leucine rich repeat containing 42 [Source:ZFIN;Acc:ZDB-GENE-030131-4992]";"3696142";"3700175";"1";"protein_coding";"ENSLOCG00000003176"
"LDLRAD1";"10";"NULL";"low density lipoprotein receptor class A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32069]";"3700290";"3703861";"-1";"protein_coding";"ENSLOCG00000003191"
"tmem59";"10";"NULL";"transmembrane protein 59 [Source:ZFIN;Acc:ZDB-GENE-070912-397]";"3705416";"3710940";"-1";"protein_coding";"ENSLOCG00000003207"
"tceanc2";"10";"NULL";"transcription elongation factor A (SII) N-terminal and central domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-070705-486]";"3711591";"3722306";"1";"protein_coding";"ENSLOCG00000003227"
"cdcp2";"10";"NULL";"CUB domain containing protein 2 [Source:ZFIN;Acc:ZDB-GENE-070705-485]";"3717405";"3724420";"-1";"protein_coding";"ENSLOCG00000003242"
"CYB5RL";"10";"NULL";"cytochrome b5 reductase like [Source:HGNC Symbol;Acc:HGNC:32220]";"3729474";"3736301";"-1";"protein_coding";"ENSLOCG00000003256"
"ENSLOCG00000017735";"10";"NULL";"NULL";"3731044";"3731391";"1";"protein_coding";"ENSLOCG00000017735"
"mrpl37";"10";"NULL";"mitochondrial ribosomal protein L37 [Source:ZFIN;Acc:ZDB-GENE-050309-20]";"3737184";"3744581";"1";"protein_coding";"ENSLOCG00000003277"
"ENSLOCG00000003285";"10";"NULL";"single stranded DNA binding protein 3 [Source:NCBI gene;Acc:102696195]";"3747913";"3814412";"-1";"protein_coding";"ENSLOCG00000003285"
"acot11a";"10";"NULL";"acyl-CoA thioesterase 11a [Source:ZFIN;Acc:ZDB-GENE-050522-538]";"3827781";"3845143";"1";"protein_coding";"ENSLOCG00000003311"
"fam151a";"10";"NULL";"family with sequence similarity 151 member A [Source:ZFIN;Acc:ZDB-GENE-070705-105]";"3847376";"3856532";"-1";"protein_coding";"ENSLOCG00000003329"
