"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"HIST2H2BE";"1";"HIST2H2BE";"histone cluster 2 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4760]";"149884459";"149886652";"-1";"protein_coding";"ENSG00000184678"
"HIST2H2AC";"1";"HIST2H2AC";"histone cluster 2 H2A family member c [Source:HGNC Symbol;Acc:HGNC:4738]";"149886975";"149887364";"1";"protein_coding";"ENSG00000184260"
"HIST2H2AB";"1";"HIST2H2AB";"histone cluster 2 H2A family member b [Source:HGNC Symbol;Acc:HGNC:20508]";"149887484";"149888013";"-1";"protein_coding";"ENSG00000184270"
"BOLA1";"1";"BOLA1";"bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263]";"149887890";"149900798";"1";"protein_coding";"ENSG00000178096"
"SV2A";"1";"SV2A";"synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]";"149903318";"149917844";"-1";"protein_coding";"ENSG00000159164"
"SF3B4";"1";"SF3B4";"splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]";"149923317";"149927803";"-1";"protein_coding";"ENSG00000143368"
"MTMR11";"1";"MTMR11";"myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]";"149928651";"149936879";"-1";"protein_coding";"ENSG00000014914"
"OTUD7B";"1";"OTUD7B";"OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683]";"149937812";"150010726";"-1";"protein_coding";"ENSG00000264522"
"VPS45";"1";"VPS45";"vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]";"150067279";"150145329";"1";"protein_coding";"ENSG00000136631"
"PLEKHO1";"1";"PLEKHO1";"pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]";"150149183";"150164720";"1";"protein_coding";"ENSG00000023902"
"ANP32E";"1";"ANP32E";"acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]";"150218417";"150236156";"-1";"protein_coding";"ENSG00000143401"
"CA14";"1";"CA14";"carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]";"150257251";"150265078";"1";"protein_coding";"ENSG00000118298"
"APH1A";"1";"APH1A";"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]";"150265399";"150269580";"-1";"protein_coding";"ENSG00000117362"
"C1orf54";"1";"C1orf54";"chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258]";"150268200";"150280916";"1";"protein_coding";"ENSG00000118292"
"CIART";"1";"CIART";"circadian associated repressor of transcription [Source:HGNC Symbol;Acc:HGNC:25200]";"150282543";"150287093";"1";"protein_coding";"ENSG00000159208"
"MRPS21";"1";"MRPS21";"mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]";"150293720";"150308979";"1";"protein_coding";"ENSG00000266472"
"PRPF3";"1";"PRPF3";"pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]";"150321479";"150353233";"1";"protein_coding";"ENSG00000117360"
"RPRD2";"1";"RPRD2";"regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]";"150363091";"150476566";"1";"protein_coding";"ENSG00000163125"
"TARS2";"1";"TARS2";"threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]";"150487364";"150507609";"1";"protein_coding";"ENSG00000143374"
"ECM1";"1";"ECM1";"extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]";"150508062";"150513789";"1";"protein_coding";"ENSG00000143369"
"ADAMTSL4";"1";"ADAMTSL4";"ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]";"150549369";"150560937";"1";"protein_coding";"ENSG00000143382"
"MCL1";"1";"MCL1";"MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]";"150574551";"150579738";"-1";"protein_coding";"ENSG00000143384"
"ENSA";"1";"ENSA";"endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]";"150600851";"150629612";"-1";"protein_coding";"ENSG00000143420"
"GOLPH3L";"1";"GOLPH3L";"golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882]";"150646230";"150697154";"-1";"protein_coding";"ENSG00000143457"
"HORMAD1";"1";"HORMAD1";"HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245]";"150698060";"150720895";"-1";"protein_coding";"ENSG00000143452"
"CTSS";"1";"CTSS";"cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]";"150730188";"150765792";"-1";"protein_coding";"ENSG00000163131"
"CTSK";"1";"CTSK";"cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]";"150796208";"150808260";"-1";"protein_coding";"ENSG00000143387"
"ARNT";"1";"ARNT";"aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]";"150809713";"150876708";"-1";"protein_coding";"ENSG00000143437"
"CTXND2";"1";"RP11-235D19.4";"cortexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:53440]";"150887136";"150913292";"1";"protein_coding";"ENSG00000283324"
"SETDB1";"1";"SETDB1";"SET domain bifurcated histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10761]";"150926263";"150964744";"1";"protein_coding";"ENSG00000143379"
"CERS2";"1";"CERS2";"ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]";"150960583";"150975004";"-1";"protein_coding";"ENSG00000143418"
"ANXA9";"1";"ANXA9";"annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]";"150982249";"150995634";"1";"protein_coding";"ENSG00000143412"
"MINDY1";"1";"FAM63A";"MINDY lysine 48 deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:25648]";"150996086";"151008375";"-1";"protein_coding";"ENSG00000143409"
"PRUNE1";"1";"PRUNE";"prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420]";"151008420";"151035713";"1";"protein_coding";"ENSG00000143363"
"BNIPL";"1";"BNIPL";"BCL2 interacting protein like [Source:HGNC Symbol;Acc:HGNC:16976]";"151036321";"151047720";"1";"protein_coding";"ENSG00000163141"
"C1orf56";"1";"C1orf56";"chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26045]";"151047751";"151051986";"1";"protein_coding";"ENSG00000143443"
"CDC42SE1";"1";"CDC42SE1";"CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]";"151050971";"151070325";"-1";"protein_coding";"ENSG00000197622"
"MLLT11";"1";"MLLT11";"MLLT11 transcription factor 7 cofactor [Source:HGNC Symbol;Acc:HGNC:16997]";"151057758";"151068497";"1";"protein_coding";"ENSG00000213190"
"GABPB2";"1";"GABPB2";"GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441]";"151070578";"151125542";"1";"protein_coding";"ENSG00000143458"
"SEMA6C";"1";"SEMA6C";"semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]";"151131685";"151146664";"-1";"protein_coding";"ENSG00000143434"
"TNFAIP8L2";"1";"TNFAIP8L2";"TNF alpha induced protein 8 like 2 [Source:HGNC Symbol;Acc:HGNC:26277]";"151156649";"151159749";"1";"protein_coding";"ENSG00000163154"
"SCNM1";"1";"SCNM1";"sodium channel modifier 1 [Source:HGNC Symbol;Acc:HGNC:23136]";"151156664";"151170297";"1";"protein_coding";"ENSG00000163156"
"LYSMD1";"1";"LYSMD1";"LysM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32070]";"151159748";"151165948";"-1";"protein_coding";"ENSG00000163155"
"TMOD4";"1";"TMOD4";"tropomodulin 4 [Source:HGNC Symbol;Acc:HGNC:11874]";"151169986";"151176284";"-1";"protein_coding";"ENSG00000163157"
"VPS72";"1";"VPS72";"vacuolar protein sorting 72 homolog [Source:HGNC Symbol;Acc:HGNC:11644]";"151169987";"151195321";"-1";"protein_coding";"ENSG00000163159"
"PIP5K1A";"1";"PIP5K1A";"phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994]";"151197949";"151249536";"1";"protein_coding";"ENSG00000143398"
"PSMD4";"1";"PSMD4";"proteasome 26S subunit, non-ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9561]";"151254703";"151267479";"1";"protein_coding";"ENSG00000159352"
"ZNF687";"1";"ZNF687";"zinc finger protein 687 [Source:HGNC Symbol;Acc:HGNC:29277]";"151281618";"151292176";"1";"protein_coding";"ENSG00000143373"
"PI4KB";"1";"PI4KB";"phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]";"151291797";"151327715";"-1";"protein_coding";"ENSG00000143393"
"RFX5";"1";"RFX5";"regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]";"151340640";"151347357";"-1";"protein_coding";"ENSG00000143390"
"SELENBP1";"1";"SELENBP1";"selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]";"151364304";"151372707";"-1";"protein_coding";"ENSG00000143416"
"PSMB4";"1";"PSMB4";"proteasome subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541]";"151399560";"151401937";"1";"protein_coding";"ENSG00000159377"
"POGZ";"1";"POGZ";"pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]";"151402724";"151459494";"-1";"protein_coding";"ENSG00000143442"
"CGN";"1";"CGN";"cingulin [Source:HGNC Symbol;Acc:HGNC:17429]";"151510510";"151538692";"1";"protein_coding";"ENSG00000143375"
"TUFT1";"1";"TUFT1";"tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]";"151540305";"151583583";"1";"protein_coding";"ENSG00000143367"
"SNX27";"1";"SNX27";"sorting nexin 27 [Source:HGNC Symbol;Acc:HGNC:20073]";"151612006";"151699091";"1";"protein_coding";"ENSG00000143376"
"CELF3";"1";"CELF3";"CUGBP Elav-like family member 3 [Source:HGNC Symbol;Acc:HGNC:11967]";"151700058";"151716803";"-1";"protein_coding";"ENSG00000159409"
"RIIAD1";"1";"RIIAD1";"regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26686]";"151710433";"151729805";"1";"protein_coding";"ENSG00000178796"
"MRPL9";"1";"MRPL9";"mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]";"151759647";"151763496";"-1";"protein_coding";"ENSG00000143436"
"OAZ3";"1";"OAZ3";"ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]";"151762899";"151771334";"1";"protein_coding";"ENSG00000143450"
"TDRKH";"1";"TDRKH";"tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]";"151770107";"151791416";"-1";"protein_coding";"ENSG00000182134"
"LINGO4";"1";"LINGO4";"leucine rich repeat and Ig domain containing 4 [Source:HGNC Symbol;Acc:HGNC:31814]";"151800264";"151806154";"-1";"protein_coding";"ENSG00000213171"
"RORC";"1";"RORC";"RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]";"151806071";"151831845";"-1";"protein_coding";"ENSG00000143365"
"C2CD4D";"1";"C2CD4D";"C2 calcium dependent domain containing 4D [Source:HGNC Symbol;Acc:HGNC:37210]";"151837819";"151840557";"-1";"protein_coding";"ENSG00000225556"
"THEM5";"1";"THEM5";"thioesterase superfamily member 5 [Source:HGNC Symbol;Acc:HGNC:26755]";"151847101";"151853712";"-1";"protein_coding";"ENSG00000196407"
"THEM4";"1";"THEM4";"thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:17947]";"151870866";"151909637";"-1";"protein_coding";"ENSG00000159445"
"S100A10";"1";"S100A10";"S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]";"151982915";"151993859";"-1";"protein_coding";"ENSG00000197747"
"S100A11";"1";"S100A11";"S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]";"152032506";"152047907";"-1";"protein_coding";"ENSG00000163191"
"TCHHL1";"1";"TCHHL1";"trichohyalin like 1 [Source:HGNC Symbol;Acc:HGNC:31796]";"152084141";"152089064";"-1";"protein_coding";"ENSG00000182898"
"TCHH";"1";"TCHH";"trichohyalin [Source:HGNC Symbol;Acc:HGNC:11791]";"152106317";"152115454";"-1";"protein_coding";"ENSG00000159450"
"RPTN";"1";"RPTN";"repetin [Source:HGNC Symbol;Acc:HGNC:26809]";"152153595";"152159228";"-1";"protein_coding";"ENSG00000215853"
"HRNR";"1";"HRNR";"hornerin [Source:HGNC Symbol;Acc:HGNC:20846]";"152212076";"152224193";"-1";"protein_coding";"ENSG00000197915"
"FLG";"1";"FLG";"filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]";"152302175";"152325203";"-1";"protein_coding";"ENSG00000143631"
"FLG2";"1";"FLG2";"filaggrin family member 2 [Source:HGNC Symbol;Acc:HGNC:33276]";"152348735";"152360006";"-1";"protein_coding";"ENSG00000143520"
"CRNN";"1";"CRNN";"cornulin [Source:HGNC Symbol;Acc:HGNC:1230]";"152409243";"152414263";"-1";"protein_coding";"ENSG00000143536"
"LCE5A";"1";"LCE5A";"late cornified envelope 5A [Source:HGNC Symbol;Acc:HGNC:16614]";"152510803";"152512177";"1";"protein_coding";"ENSG00000186207"
"CRCT1";"1";"CRCT1";"cysteine rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:29875]";"152514482";"152516008";"1";"protein_coding";"ENSG00000169509"
"LCE3E";"1";"LCE3E";"late cornified envelope 3E [Source:HGNC Symbol;Acc:HGNC:29463]";"152565654";"152566780";"-1";"protein_coding";"ENSG00000185966"
"LCE3D";"1";"LCE3D";"late cornified envelope 3D [Source:HGNC Symbol;Acc:HGNC:16615]";"152579381";"152580516";"-1";"protein_coding";"ENSG00000163202"
"LCE3C";"1";"LCE3C";"late cornified envelope 3C [Source:HGNC Symbol;Acc:HGNC:16612]";"152600662";"152601086";"1";"protein_coding";"ENSG00000244057"
"LCE3B";"1";"LCE3B";"late cornified envelope 3B [Source:HGNC Symbol;Acc:HGNC:29462]";"152613811";"152614098";"1";"protein_coding";"ENSG00000187238"
"LCE3A";"1";"LCE3A";"late cornified envelope 3A [Source:HGNC Symbol;Acc:HGNC:29461]";"152622834";"152623103";"-1";"protein_coding";"ENSG00000185962"
"LCE2D";"1";"LCE2D";"late cornified envelope 2D [Source:HGNC Symbol;Acc:HGNC:16518]";"152663380";"152664659";"1";"protein_coding";"ENSG00000187223"
"LCE2C";"1";"LCE2C";"late cornified envelope 2C [Source:HGNC Symbol;Acc:HGNC:29460]";"152675295";"152676574";"1";"protein_coding";"ENSG00000187180"
"LCE2B";"1";"LCE2B";"late cornified envelope 2B [Source:HGNC Symbol;Acc:HGNC:16610]";"152686123";"152687397";"1";"protein_coding";"ENSG00000159455"
"LCE2A";"1";"LCE2A";"late cornified envelope 2A [Source:HGNC Symbol;Acc:HGNC:29469]";"152698345";"152699442";"1";"protein_coding";"ENSG00000187173"
"LCE4A";"1";"LCE4A";"late cornified envelope 4A [Source:HGNC Symbol;Acc:HGNC:16613]";"152708160";"152709491";"1";"protein_coding";"ENSG00000187170"
"C1orf68";"1";"C1orf68";"chromosome 1 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:29468]";"152719522";"152720470";"1";"protein_coding";"ENSG00000198854"
"KPRP";"1";"KPRP";"keratinocyte proline rich protein [Source:HGNC Symbol;Acc:HGNC:31823]";"152759561";"152762052";"1";"protein_coding";"ENSG00000203786"
"LCE1F";"1";"LCE1F";"late cornified envelope 1F [Source:HGNC Symbol;Acc:HGNC:29467]";"152776372";"152776728";"1";"protein_coding";"ENSG00000240386"
"LCE1E";"1";"LCE1E";"late cornified envelope 1E [Source:HGNC Symbol;Acc:HGNC:29466]";"152786214";"152788426";"1";"protein_coding";"ENSG00000186226"
"LCE1D";"1";"LCE1D";"late cornified envelope 1D [Source:HGNC Symbol;Acc:HGNC:29465]";"152796721";"152798181";"1";"protein_coding";"ENSG00000172155"
"LCE1C";"1";"LCE1C";"late cornified envelope 1C [Source:HGNC Symbol;Acc:HGNC:29464]";"152804835";"152806628";"-1";"protein_coding";"ENSG00000197084"
"LCE1B";"1";"LCE1B";"late cornified envelope 1B [Source:HGNC Symbol;Acc:HGNC:16611]";"152811971";"152813108";"1";"protein_coding";"ENSG00000196734"
"LCE1A";"1";"LCE1A";"late cornified envelope 1A [Source:HGNC Symbol;Acc:HGNC:29459]";"152827473";"152828097";"1";"protein_coding";"ENSG00000186844"
"LCE6A";"1";"LCE6A";"late cornified envelope 6A [Source:HGNC Symbol;Acc:HGNC:31824]";"152842856";"152843983";"1";"protein_coding";"ENSG00000235942"
"AL162596.1";"1";"RP1-13P20.6";"novel late cornified envelope family protein";"152859996";"152860985";"1";"protein_coding";"ENSG00000285946"
"SMCP";"1";"SMCP";"sperm mitochondria associated cysteine rich protein [Source:HGNC Symbol;Acc:HGNC:6962]";"152878322";"152885047";"1";"protein_coding";"ENSG00000163206"
"IVL";"1";"IVL";"involucrin [Source:HGNC Symbol;Acc:HGNC:6187]";"152908546";"152911886";"1";"protein_coding";"ENSG00000163207"
"SPRR5";"1";"RP1-20N18.10";"small proline rich protein 5 [Source:HGNC Symbol;Acc:HGNC:53428]";"152947154";"152949258";"1";"protein_coding";"ENSG00000283227"
"SPRR4";"1";"SPRR4";"small proline rich protein 4 [Source:HGNC Symbol;Acc:HGNC:23173]";"152970648";"152972574";"1";"protein_coding";"ENSG00000184148"
"SPRR1A";"1";"SPRR1A";"small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]";"152985231";"152985500";"1";"protein_coding";"ENSG00000169474"
"SPRR3";"1";"SPRR3";"small proline rich protein 3 [Source:HGNC Symbol;Acc:HGNC:11268]";"153001747";"153003856";"1";"protein_coding";"ENSG00000163209"
"SPRR1B";"1";"SPRR1B";"small proline rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260]";"153031203";"153032900";"1";"protein_coding";"ENSG00000169469"
"SPRR2D";"1";"SPRR2D";"small proline rich protein 2D [Source:HGNC Symbol;Acc:HGNC:11264]";"153039732";"153041931";"-1";"protein_coding";"ENSG00000163216"
"SPRR2A";"1";"SPRR2A";"small proline rich protein 2A [Source:HGNC Symbol;Acc:HGNC:11261]";"153056120";"153057512";"-1";"protein_coding";"ENSG00000241794"
"SPRR2B";"1";"SPRR2B";"small proline rich protein 2B [Source:HGNC Symbol;Acc:HGNC:11262]";"153070224";"153070840";"-1";"protein_coding";"ENSG00000196805"
"SPRR2E";"1";"SPRR2E";"small proline rich protein 2E [Source:HGNC Symbol;Acc:HGNC:11265]";"153093135";"153106184";"-1";"protein_coding";"ENSG00000203785"
"SPRR2F";"1";"SPRR2F";"small proline rich protein 2F [Source:HGNC Symbol;Acc:HGNC:11266]";"153112121";"153113516";"-1";"protein_coding";"ENSG00000244094"
"SPRR2G";"1";"SPRR2G";"small proline rich protein 2G [Source:HGNC Symbol;Acc:HGNC:11267]";"153149582";"153150890";"-1";"protein_coding";"ENSG00000159516"
"LELP1";"1";"LELP1";"late cornified envelope like proline rich 1 [Source:HGNC Symbol;Acc:HGNC:32046]";"153203430";"153205120";"1";"protein_coding";"ENSG00000203784"
"PRR9";"1";"PRR9";"proline rich 9 [Source:HGNC Symbol;Acc:HGNC:32057]";"153217584";"153219310";"1";"protein_coding";"ENSG00000203783"
"LOR";"1";"LOR";"loricrin [Source:HGNC Symbol;Acc:HGNC:6663]";"153259687";"153262124";"1";"protein_coding";"ENSG00000203782"
"PGLYRP3";"1";"PGLYRP3";"peptidoglycan recognition protein 3 [Source:HGNC Symbol;Acc:HGNC:30014]";"153297862";"153310718";"-1";"protein_coding";"ENSG00000159527"
"PGLYRP4";"1";"PGLYRP4";"peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015]";"153330120";"153348841";"-1";"protein_coding";"ENSG00000163218"
"S100A9";"1";"S100A9";"S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]";"153357854";"153361023";"1";"protein_coding";"ENSG00000163220"
"S100A12";"1";"S100A12";"S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:HGNC:10489]";"153373711";"153375621";"-1";"protein_coding";"ENSG00000163221"
"S100A8";"1";"S100A8";"S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]";"153390032";"153391073";"-1";"protein_coding";"ENSG00000143546"
"S100A7A";"1";"S100A7A";"S100 calcium binding protein A7A [Source:HGNC Symbol;Acc:HGNC:21657]";"153416520";"153423222";"1";"protein_coding";"ENSG00000184330"
"S100A7L2";"1";"S100A7L2";"S100 calcium binding protein A7 like 2 [Source:HGNC Symbol;Acc:HGNC:21655]";"153437058";"153439949";"-1";"protein_coding";"ENSG00000197364"
"S100A7";"1";"S100A7";"S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:HGNC:10497]";"153457744";"153460651";"-1";"protein_coding";"ENSG00000143556"
"S100A6";"1";"S100A6";"S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]";"153534599";"153536244";"-1";"protein_coding";"ENSG00000197956"
"S100A5";"1";"S100A5";"S100 calcium binding protein A5 [Source:HGNC Symbol;Acc:HGNC:10495]";"153537147";"153541765";"-1";"protein_coding";"ENSG00000196420"
"S100A4";"1";"S100A4";"S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]";"153543613";"153550136";"-1";"protein_coding";"ENSG00000196154"
"S100A3";"1";"S100A3";"S100 calcium binding protein A3 [Source:HGNC Symbol;Acc:HGNC:10493]";"153547329";"153549258";"-1";"protein_coding";"ENSG00000188015"
"S100A2";"1";"S100A2";"S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]";"153561108";"153567890";"-1";"protein_coding";"ENSG00000196754"
"S100A16";"1";"S100A16";"S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]";"153606886";"153613145";"-1";"protein_coding";"ENSG00000188643"
"S100A14";"1";"S100A14";"S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]";"153614255";"153616986";"-1";"protein_coding";"ENSG00000189334"
"S100A13";"1";"S100A13";"S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490]";"153618787";"153631360";"-1";"protein_coding";"ENSG00000189171"
"S100A1";"1";"S100A1";"S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]";"153627926";"153632039";"1";"protein_coding";"ENSG00000160678"
"CHTOP";"1";"CHTOP";"chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]";"153633982";"153646306";"1";"protein_coding";"ENSG00000160679"
"SNAPIN";"1";"SNAPIN";"SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]";"153658703";"153661852";"1";"protein_coding";"ENSG00000143553"
"ILF2";"1";"ILF2";"interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]";"153661788";"153671028";"-1";"protein_coding";"ENSG00000143621"
"NPR1";"1";"NPR1";"natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]";"153678688";"153693992";"1";"protein_coding";"ENSG00000169418"
"INTS3";"1";"INTS3";"integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]";"153728050";"153774808";"1";"protein_coding";"ENSG00000143624"
"SLC27A3";"1";"SLC27A3";"solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]";"153774354";"153780157";"1";"protein_coding";"ENSG00000143554"
"GATAD2B";"1";"GATAD2B";"GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]";"153789030";"153923360";"-1";"protein_coding";"ENSG00000143614"
"DENND4B";"1";"DENND4B";"DENN domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044]";"153929501";"153946718";"-1";"protein_coding";"ENSG00000198837"
"CRTC2";"1";"CRTC2";"CREB regulated transcription coactivator 2 [Source:HGNC Symbol;Acc:HGNC:27301]";"153947669";"153958615";"-1";"protein_coding";"ENSG00000160741"
"SLC39A1";"1";"SLC39A1";"solute carrier family 39 member 1 [Source:HGNC Symbol;Acc:HGNC:12876]";"153959099";"153968184";"-1";"protein_coding";"ENSG00000143570"
"AL358472.7";"1";"RP11-422P24.15";"novel protein";"153959151";"153975887";"-1";"protein_coding";"ENSG00000285779"
"CREB3L4";"1";"CREB3L4";"cAMP responsive element binding protein 3 like 4 [Source:HGNC Symbol;Acc:HGNC:18854]";"153967534";"153974361";"1";"protein_coding";"ENSG00000143578"
"JTB";"1";"JTB";"jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201]";"153974269";"153977674";"-1";"protein_coding";"ENSG00000143543"
"AL358472.6";"1";"RP11-422P24.14";"novel protein";"153975850";"153986246";"-1";"protein_coding";"ENSG00000285641"
"RAB13";"1";"RAB13";"RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9762]";"153981605";"153986358";"-1";"protein_coding";"ENSG00000143545"
"RPS27";"1";"RPS27";"ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]";"153990762";"153992155";"1";"protein_coding";"ENSG00000177954"
"NUP210L";"1";"NUP210L";"nucleoporin 210 like [Source:HGNC Symbol;Acc:HGNC:29915]";"153992685";"154155116";"-1";"protein_coding";"ENSG00000143552"
"TPM3";"1";"TPM3";"tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]";"154155304";"154194648";"-1";"protein_coding";"ENSG00000143549"
"C1orf189";"1";"C1orf189";"chromosome 1 open reading frame 189 [Source:HGNC Symbol;Acc:HGNC:32305]";"154199085";"154206333";"-1";"protein_coding";"ENSG00000163263"
"C1orf43";"1";"C1orf43";"chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]";"154206696";"154220637";"-1";"protein_coding";"ENSG00000143612"
"UBAP2L";"1";"UBAP2L";"ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]";"154220179";"154271510";"1";"protein_coding";"ENSG00000143569"
"HAX1";"1";"HAX1";"HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]";"154272511";"154275875";"1";"protein_coding";"ENSG00000143575"
"AQP10";"1";"AQP10";"aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]";"154321090";"154325325";"1";"protein_coding";"ENSG00000143595"
"ATP8B2";"1";"ATP8B2";"ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]";"154325553";"154351304";"1";"protein_coding";"ENSG00000143515"
"IL6R";"1";"IL6R";"interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]";"154405193";"154469450";"1";"protein_coding";"ENSG00000160712"
"SHE";"1";"SHE";"Src homology 2 domain containing E [Source:HGNC Symbol;Acc:HGNC:27004]";"154469772";"154502412";"-1";"protein_coding";"ENSG00000169291"
"TDRD10";"1";"TDRD10";"tudor domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25316]";"154502219";"154548147";"1";"protein_coding";"ENSG00000163239"
"UBE2Q1";"1";"UBE2Q1";"ubiquitin conjugating enzyme E2 Q1 [Source:HGNC Symbol;Acc:HGNC:15698]";"154548577";"154559028";"-1";"protein_coding";"ENSG00000160714"
"CHRNB2";"1";"CHRNB2";"cholinergic receptor nicotinic beta 2 subunit [Source:HGNC Symbol;Acc:HGNC:1962]";"154567778";"154580013";"1";"protein_coding";"ENSG00000160716"
